,question,image_file,agentType,minmax_axis_normalized_error
2160,"On average, what is the reading score of students who are in regular-sized classrooms? ",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.05600714285714283
2161,"On average, what is the reading score of students who are in regular-sized classrooms? ",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.0728722222222222
2162,"On average, what is the reading score of students who are in regular-sized classrooms? ",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.8118500000000001
2163,"On average, what is the reading score of students who are in regular-sized classrooms? ",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.8075166666666668
2164,"On average, what is the reading score of students who are in regular-sized classrooms? ",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.8013880952380952
2165,"On average, what is the reading score of students who are in regular-sized classrooms? ",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.8148500000000001
2166,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.13944444444444445
2168,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.004444444444444448
2169,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.2511904761904762
2170,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.24611111111111109
2173,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.13833333333333336
2174,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.008888888888888896
2175,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.01233333333333333
2180,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,GPT-4V,0.13166666666666668
2181,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,Human/Math-2-1,0.017916666666666657
2182,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,Human/Math-3,0.04666666666666666
2187,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.13166666666666668
2188,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.014999999999999996
2189,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.013333333333333327
2194,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,GPT-4V,0.09916666666666667
2195,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,Human/Math-2-1,0.021666666666666664
2196,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,Human/Math-3,0.001666666666666668
2201,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.10666666666666669
2202,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.003333333333333336
2203,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.05999999999999998
2204,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.1911111111111111
2207,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.34833333333333333
2208,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.12883333333333336
2209,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.01366666666666667
2210,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.01708333333333334
2211,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.24125
2212,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.25
2215,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.16216666666666668
2216,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.05976190476190475
2217,"On average, what was the injury severity level of drivers in the 1990s?",accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.095
2222,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetgenre_reorderalph_colorgrey20.png,GPT-4V,0.12866666666666665
2223,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetgenre_reorderalph_colorgrey20.png,Human/Math-2-1,0.03752380952380952
2224,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetgenre_reorderalph_colorgrey20.png,Human/Math-3,0.05155555555555555
2228,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.11413333333333334
2229,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.0496
2230,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.21666666666666667
2233,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.05066666666666668
2235,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.13546666666666668
2236,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.14066666666666666
2237,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.38200000000000006
2240,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.0040000000000000036
2242,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.08853333333333332
2243,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.07786666666666667
2244,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.06711111111111111
2248,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.156
2249,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,GPT-4V,0.12346666666666666
2250,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,Human/Math-2-1,0.14866666666666667
2251,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,Human/Math-3,0.012800000000000006
2255,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.06266666666666666
2256,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.1595555555555556
2257,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.046933333333333334
2260,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.18000000000000002
2261,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.8857777777777778
2262,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.09933333333333333
2263,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.20213333333333336
2266,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.06266666666666666
2268,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.19000000000000003
2269,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.06266666666666666
2272,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.41244444444444445
2273,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.20796
2274,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.08017142857142856
2275,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.008800000000000011
2276,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.32705
2277,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.6895
2278,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,1.1153625
2279,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.1662
2280,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.225
2281,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.03666666666666667
2282,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.01994999999999999
2283,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.31952222222222226
2285,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.6662
2287,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,GPT-4V,0.4062
2288,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,Human/Math-2-1,0.04658000000000001
2289,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,Human/Math-3,0.0037249999999999658
2290,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.30858949999999996
2291,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.6300333333333333
2292,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.29107500000000003
2293,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.32662
2294,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.30619999999999997
2295,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.021666666666666667
2296,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.052899999999999996
2297,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.76722
2298,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.30484
2299,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.33155
2300,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,1.0955142857142859
2301,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,GPT-4V,0.43296
2302,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,Human/Math-2-1,0.09778888888888888
2303,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,Human/Math-3,0.15
2304,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.3032285714285714
2305,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.6418333333333334
2306,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.33157500000000006
2307,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.33860833333333334
2308,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.34972000000000003
2309,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.08543333333333335
2310,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.10039999999999999
2311,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.32501111111111114
2313,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.2463
2314,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.271475
2315,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.26478999999999997
2316,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.2338
2317,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.40815799999999997
2318,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.5441865
2319,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.5134333333333333
2320,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.3894928571428572
2321,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.2511833333333333
2322,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.21928
2323,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.32141875
2324,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.4657777777777778
2325,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.28825
2326,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.324875
2327,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.08444444444444445
2328,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.07766666666666666
2329,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.09333333333333332
2330,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.10250000000000001
2332,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.12694444444444444
2333,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.8122222222222222
2334,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.08833333333333333
2335,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.11761904761904761
2336,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.29777777777777775
2337,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.264
2339,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.198
2341,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,GPT-4V,0.09925925925925927
2342,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,Human/Math-2-1,0.07208333333333333
2343,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,Human/Math-3,0.03133333333333334
2344,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.7414814814814815
2345,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.9013333333333333
2347,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.74
2348,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.07333333333333333
2349,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.030238095238095238
2350,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.001666666666666668
2351,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,1.0166666666666666
2353,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.12466666666666668
2354,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.74
2355,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,GPT-4V,0.13
2356,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,Human/Math-2-1,0.04666666666666667
2357,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,Human/Math-3,0.001666666666666668
2358,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.772
2360,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.29555555555555557
